transaction_id,customer_id,card_number,timestamp,vendor_category,vendor_type,vendor,amount,currency,country,city,city_size,card_type,is_card_present,device,channel,device_fingerprint,ip_address,is_outside_home_country,is_high_risk_vendor,is_weekend,last_hour_activity,is_fraud
TX_5f899846,CUST_94543,4239748839123451,2024-10-28 08:41:24.765018,Education,supplies,Chegg,1006.76,AUD,Australia,Unknown City,medium,Platinum Credit,False,Chrome,web,5cbaff57f430d79ab7af8d47b2748d7c,41.171.67.81,False,False,False,"{'num_transactions': 46, 'total_amount': 1093758.752514997, 'unique_merchants': 39, 'unique_countries': 9, 'max_single_amount': 886033.7297471556}",False
TX_bf98052d,CUST_65877,6461643312300425,2024-10-20 12:35:54.942536,Education,online,edX,36018.22,JPY,Japan,Unknown City,medium,Basic Credit,False,Chrome,web,91ec774d7448c075e828ef0abff9fc51,46.101.219.0,False,False,True,"{'num_transactions': 20, 'total_amount': 1605013.9100321417, 'unique_merchants': 15, 'unique_countries': 7, 'max_single_amount': 941527.1690556697}",False
TX_8937dd9e,CUST_21074,4062182159924490,2024-10-06 04:59:48.637510,Retail,online,Wayfair,23616.44,BRL,Brazil,Unknown City,medium,Premium Debit,True,Chip Reader,pos,be7e7e2683cad3d5082dcc56b046ef50,172.1.36.161,True,False,True,"{'num_transactions': 679, 'total_amount': 19474948.060837448, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2535806.912304052}",True
TX_9ac5acc5,CUST_14915,6349181124148680,2024-10-13 03:11:06.001180,Restaurant,fast_food,Taco Bell,2895.47,MXN,Mexico,Unknown City,medium,Gold Credit,True,Magnetic Stripe,pos,fc841e513da905da7664e80c91f54339,201.242.84.159,True,False,True,"{'num_transactions': 306, 'total_amount': 4304932.140704111, 'unique_merchants': 94, 'unique_countries': 12, 'max_single_amount': 844508.8177460922}",True
TX_b5574038,CUST_98610,4403400320405381,2024-10-12 08:57:52.868997,Education,online,edX,143993.33,RUB,Russia,Unknown City,medium,Gold Credit,True,NFC Payment,pos,39b0fa49424c04b3444a4d4897ab995e,218.203.246.148,True,False,True,"{'num_transactions': 710, 'total_amount': 47524182.49994008, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 995523.0833670156}",True
TX_e702bfa4,CUST_10335,5691463675938867,2024-10-01 23:50:25.291523,Retail,physical,Home Depot,268.94,EUR,Germany,Unknown City,medium,Basic Debit,False,Chrome,web,9b8353ab4814199aca8d5b74f363df52,99.117.182.78,False,False,False,"{'num_transactions': 1014, 'total_amount': 25343030.336532492, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2093951.5340922417}",False
TX_c42f43e0,CUST_68747,6097730075900301,2024-10-11 08:34:20.438546,Education,supplies,Barnes & Noble,6584.68,MXN,Mexico,Unknown City,medium,Premium Debit,False,Chrome,web,ed4604215e0311e238567bf8c1977144,212.153.200.192,False,False,False,"{'num_transactions': 518, 'total_amount': 18397003.16882304, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1777195.2416806465}",False
TX_15858744,CUST_49469,6337417052027718,2024-10-05 17:42:39.398846,Healthcare,pharmacy,Rite Aid,416.99,EUR,France,Unknown City,medium,Premium Debit,False,iOS App,mobile,fd69ae3b4f043b552d3ed358ce158617,154.129.188.71,False,False,True,"{'num_transactions': 287, 'total_amount': 5700335.710088236, 'unique_merchants': 94, 'unique_countries': 12, 'max_single_amount': 834831.4464000331}",False
TX_a1be76b8,CUST_41475,6865144653302213,2024-10-27 07:16:17.350150,Retail,online,Etsy,702.81,GBP,UK,Unknown City,medium,Basic Credit,False,Chrome,web,e1ac04a090e68e18964d4eed62ba5b37,52.59.15.160,True,False,True,"{'num_transactions': 89, 'total_amount': 4372109.288199748, 'unique_merchants': 61, 'unique_countries': 12, 'max_single_amount': 1029185.0228687598}",False
TX_3fb47098,CUST_96224,5490024409162456,2024-10-30 08:12:39.010195,Gas,major,BP,2634.14,BRL,Brazil,Unknown City,medium,Gold Credit,False,Safari,web,df0feed908c6c34c97af89fcd2f833d6,132.122.105.17,True,False,False,"{'num_transactions': 13, 'total_amount': 1334803.7202839553, 'unique_merchants': 13, 'unique_countries': 4, 'max_single_amount': 317547.7997290701}",False
TX_aff93686,CUST_63432,379468521016941,2024-10-01 23:17:21.457799,Healthcare,medical,Medical Center,1633.74,EUR,France,Unknown City,medium,Platinum Credit,True,Magnetic Stripe,pos,31ad4a44598fad3659bd645252e96bd4,60.158.110.77,True,False,False,"{'num_transactions': 1028, 'total_amount': 357860621.2280006, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5593173.273006551}",True
TX_74c70363,CUST_89559,371404279729375,2024-10-04 02:26:50.262928,Restaurant,fast_food,Subway,685.17,MXN,Mexico,Unknown City,medium,Basic Credit,True,Chip Reader,pos,d9a1101dd8104121ce6483823fc42906,18.115.154.146,True,False,False,"{'num_transactions': 415, 'total_amount': 8683687.437609447, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 981673.9336296808}",True
TX_eb608c0c,CUST_89463,5062156882282365,2024-10-19 12:55:43.831728,Retail,online,Newegg,826.39,USD,USA,Chicago,large,Gold Credit,False,Edge,web,8e0d72770c9f651365fb668205e31d0c,47.66.42.246,False,False,True,"{'num_transactions': 94, 'total_amount': 2595729.757474628, 'unique_merchants': 57, 'unique_countries': 11, 'max_single_amount': 822470.2503688823}",False
TX_8c03399f,CUST_93132,370208424325737,2024-10-11 03:31:44.541331,Entertainment,streaming,Spotify,2594.11,MXN,Mexico,Unknown City,medium,Gold Credit,True,NFC Payment,pos,1a886f05f1e298b9551fa0d403959189,218.0.216.71,True,True,False,"{'num_transactions': 566, 'total_amount': 115202777.1604039, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5926429.171206682}",True
TX_954c6924,CUST_57793,378828159537909,2024-10-22 14:53:38.627572,Grocery,online,Instacart,119276.37,JPY,Japan,Unknown City,medium,Platinum Credit,False,Safari,web,7b8ad5a329ad0bed7f983ee05aaaf4fd,246.103.218.242,False,False,False,"{'num_transactions': 334, 'total_amount': 33805051.98250081, 'unique_merchants': 96, 'unique_countries': 12, 'max_single_amount': 3940915.448322035}",False
TX_0968aa2f,CUST_57369,375787600277817,2024-10-28 05:07:10.215536,Restaurant,premium,Capital Grille,179.91,GBP,UK,Unknown City,medium,Basic Credit,False,Android App,mobile,df10dfae11cbe36fe06cbbd4225a7117,248.21.133.214,False,False,False,"{'num_transactions': 55, 'total_amount': 459568.806070249, 'unique_merchants': 44, 'unique_countries': 9, 'max_single_amount': 235969.28419947496}",False
TX_63136f1d,CUST_66771,378726638454631,2024-10-28 18:57:11.120564,Restaurant,premium,Capital Grille,321.53,EUR,Germany,Unknown City,medium,Basic Debit,False,Safari,web,4e3de45797c687fcec20ff8140506846,116.154.180.194,False,False,False,"{'num_transactions': 76, 'total_amount': 2243139.904185061, 'unique_merchants': 54, 'unique_countries': 7, 'max_single_amount': 968924.7621321721}",False
TX_8f6b3375,CUST_23594,376207044923289,2024-10-08 19:43:30.453857,Gas,major,Shell,124.73,SGD,Singapore,Unknown City,medium,Basic Debit,False,Edge,web,787df0458d33e016b63325fde1bda85c,99.41.30.160,True,False,False,"{'num_transactions': 312, 'total_amount': 14762434.706006445, 'unique_merchants': 95, 'unique_countries': 12, 'max_single_amount': 1699959.7218225317}",False
TX_3c13c26a,CUST_44604,6201310836760386,2024-10-09 22:10:15.785914,Restaurant,fast_food,McDonald's,1986.19,MXN,Mexico,Unknown City,medium,Basic Credit,False,iOS App,mobile,1a04b396080157f43685de801171d94a,102.14.253.34,False,False,False,"{'num_transactions': 582, 'total_amount': 18188376.495844103, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1968174.7129273969}",False
TX_680d7747,CUST_66016,6549715751835990,2024-10-19 21:59:22.569115,Healthcare,pharmacy,DuaneReade,978.37,USD,USA,Phoenix,medium,Premium Debit,False,iOS App,mobile,adb636a5f6f7b935922a4c88eb0d23e9,48.91.188.232,True,False,True,"{'num_transactions': 194, 'total_amount': 10803944.208505752, 'unique_merchants': 88, 'unique_countries': 12, 'max_single_amount': 881109.8242188352}",True
TX_33de0c34,CUST_84183,372911302573439,2024-10-19 19:45:08.764851,Entertainment,events,Regal Cinemas,1662.4,BRL,Brazil,Unknown City,medium,Premium Debit,False,iOS App,mobile,db96108dea161700a306a6107ce8f8fc,178.12.105.174,False,True,True,"{'num_transactions': 683, 'total_amount': 22206740.113979455, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3391530.72141205}",False
TX_c2fbb870,CUST_98217,5518540241241396,2024-10-09 12:07:40.189676,Entertainment,events,Regal Cinemas,201.85,USD,USA,San Diego,medium,Basic Credit,False,Edge,web,aa4cc5a1e0e2a16faa11f0c41f9ead7b,238.174.162.125,False,True,False,"{'num_transactions': 1016, 'total_amount': 17320558.142269712, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1054506.7055919084}",False
TX_5171d35a,CUST_72286,6363966466434222,2024-10-27 11:55:44.623002,Grocery,online,Walmart Grocery,22793.15,JPY,Japan,Unknown City,medium,Basic Debit,False,Firefox,web,bd4a2405ca14493474e4a1726e6d0d8c,18.184.178.113,False,False,True,"{'num_transactions': 161, 'total_amount': 7563745.745698403, 'unique_merchants': 77, 'unique_countries': 12, 'max_single_amount': 944495.8456341713}",False
TX_e205d124,CUST_32170,6467382886485940,2024-10-01 20:53:34.623651,Travel,airlines,JetBlue,193272.48,JPY,Japan,Unknown City,medium,Platinum Credit,False,iOS App,mobile,429689decccc0cde6180b2bc1b5e59de,74.229.182.114,False,True,False,"{'num_transactions': 128, 'total_amount': 11209158.38093224, 'unique_merchants': 66, 'unique_countries': 12, 'max_single_amount': 580307.4562985871}",False
TX_fc5209fb,CUST_84710,5248084047228049,2024-10-02 22:33:14.339814,Education,online,Udemy,1488.33,AUD,Australia,Unknown City,medium,Platinum Credit,False,Android App,mobile,262b1571ac04e196f6f053ecef6596da,94.2.40.53,False,False,False,"{'num_transactions': 366, 'total_amount': 11482424.984039623, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 927072.6745216969}",False
TX_7febb5cd,CUST_57153,5530375225832934,2024-10-26 08:00:11.430554,Education,supplies,Chegg,427.49,SGD,Singapore,Unknown City,medium,Premium Debit,False,Edge,web,01501b13be2e3f52f3963e5bc320372a,87.29.112.230,False,False,True,"{'num_transactions': 201, 'total_amount': 7875639.32613347, 'unique_merchants': 86, 'unique_countries': 12, 'max_single_amount': 2530669.072349491}",False
TX_f12f810f,CUST_12844,6793955097916301,2024-10-07 06:57:56.618262,Education,online,MasterClass,31576.43,RUB,Russia,Unknown City,medium,Gold Credit,False,Safari,web,13b299851f893cd8e72b7c408d601206,32.186.234.197,False,False,False,"{'num_transactions': 17, 'total_amount': 628370.642342683, 'unique_merchants': 16, 'unique_countries': 5, 'max_single_amount': 190950.59068399915}",False
TX_9704acee,CUST_85546,377030124740020,2024-10-24 22:18:15.529538,Retail,physical,Costco,32791.86,JPY,Japan,Unknown City,medium,Basic Credit,False,iOS App,mobile,56c1a43f1467e968a824f96c8da1804f,150.121.53.116,False,False,False,"{'num_transactions': 79, 'total_amount': 3304238.45400394, 'unique_merchants': 54, 'unique_countries': 11, 'max_single_amount': 591128.7962724532}",False
TX_50dddd88,CUST_53691,376675686470902,2024-10-03 11:38:49.575924,Education,online,Skillshare,245.51,GBP,UK,Unknown City,medium,Gold Credit,False,iOS App,mobile,d7777cdaee0e3f54355e6b5d6772f9cd,163.96.155.235,False,False,False,"{'num_transactions': 1265, 'total_amount': 41014409.658581145, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5148659.788219446}",False
TX_6e895fa5,CUST_59723,6723346352478002,2024-10-12 06:04:09.677555,Grocery,online,FreshDirect,238.12,EUR,France,Unknown City,medium,Basic Debit,False,Firefox,web,348993edfa975afca114f773a1ea2b58,184.73.191.130,True,False,True,"{'num_transactions': 418, 'total_amount': 11429554.222409368, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 701241.18783574}",False
TX_9356e6d4,CUST_59545,5207155507448829,2024-10-29 20:14:06.455130,Healthcare,medical,Medical Center,668.04,AUD,Australia,Unknown City,medium,Premium Debit,False,Firefox,web,aa69bdce13e4f4a501a435422a040270,1.147.212.193,False,False,False,"{'num_transactions': 42, 'total_amount': 562241.6063158758, 'unique_merchants': 38, 'unique_countries': 8, 'max_single_amount': 393803.19810781087}",False
TX_e0ebf0d5,CUST_34434,373008498753658,2024-10-17 01:16:09.449194,Education,supplies,Barnes & Noble,77582.3,RUB,Russia,Unknown City,medium,Gold Credit,False,iOS App,mobile,3a58cd47135996fd7fcc59cea544ae1e,161.61.26.180,True,False,False,"{'num_transactions': 227, 'total_amount': 3450401.811958419, 'unique_merchants': 86, 'unique_countries': 12, 'max_single_amount': 596878.5998647385}",True
TX_60f5fcb9,CUST_69354,4026547963011822,2024-10-16 09:22:08.119710,Healthcare,medical,Medical Center,45995.19,RUB,Russia,Unknown City,medium,Platinum Credit,False,Edge,web,a4ca9b7a28ef13ff16352bb323f80ec9,230.254.59.228,False,False,False,"{'num_transactions': 970, 'total_amount': 27398334.011872645, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1191374.9361227567}",False
TX_b79b8f8b,CUST_49250,378957043698955,2024-10-10 07:14:25.398977,Grocery,physical,Aldi,105395.78,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Safari,web,59f17eb875534f8bcde0a7e34ac595d7,93.175.62.235,False,False,False,"{'num_transactions': 143, 'total_amount': 14241369.875828782, 'unique_merchants': 73, 'unique_countries': 12, 'max_single_amount': 690119.6339564441}",False
TX_a56566fb,CUST_15158,4099735245145730,2024-10-24 03:08:13.298345,Retail,physical,Target,21.61,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Edge,web,9a1524b5486b20f6ea792f6aa6466c76,32.196.120.162,True,False,False,"{'num_transactions': 228, 'total_amount': 15910517.072785353, 'unique_merchants': 87, 'unique_countries': 11, 'max_single_amount': 1500552.1551560303}",True
TX_ca00271a,CUST_98610,4403400320405381,2024-10-16 13:06:01.009269,Gas,major,Exxon,54241.13,JPY,Japan,Unknown City,medium,Gold Credit,False,Edge,web,e1f0fe78406fdede1f4b8adc2b7e8d36,112.252.101.9,False,False,False,"{'num_transactions': 772, 'total_amount': 50467711.54896247, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 983616.2067552474}",False
TX_adbb785c,CUST_40104,4213742922990447,2024-10-03 16:47:20.215820,Healthcare,pharmacy,CVS Pharmacy,622.44,CAD,Canada,Unknown City,medium,Basic Debit,False,Edge,web,2af5f11a4cc0a978b3d2d7bfedbf78b0,98.137.196.135,False,False,False,"{'num_transactions': 429, 'total_amount': 9380085.28684228, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 1004053.002646444}",False
